text,retweet_count,reply_count,tweet_id,tweet_coord,latitudes,longitudes,tweet_created_date,tweet_created_time
@SouthwestAir I need updates on my flights 464 &amp; 3574. I have been on hold for over 2 hours.,5,48,567722330340986880,"[30.35571967, -87.27675562]",30.35571967,-87.27675562,2015-02-17,8:28:45
"@SouthwestAir I was in Nashville and I had to drive 3 and a half hours to Memphis, but I made it as the plane was loading!",0,35,567870311539933184,"[29.65350715, -95.26679505]",29.65350715,-95.26679505,2015-02-17,18:16:47
@SouthwestAir I'm not sure I did the messaging part right. Please let me know if you received it.,3,30,568149287948967936,"[27.9344812, -82.47401175]",27.9344812,-82.47401175,2015-02-18,12:45:20
@SouthwestAir I'm ready for #MayweatherPacquiao in Vegas May 2nd! http://t.co/8dQZlrJo9p,0,32,569336246474022912,"[28.44752379, -81.46716587]",28.44752379,-81.46716587,2015-02-21,19:21:53
@SouthwestAir Jackpot!  #legroom http://t.co/ZO2iceG4lI,0,19,568784436428300290,"[33.67698231, -117.8647932]",33.67698231,-117.8647932,2015-02-20,6:49:11
"@SouthwestAir just added #passbook support to their iOS application! Finally, I get to add them to my collection. http://t.co/lEdNoCdQee",5,48,568105106647838720,"[30.43823709, -97.76632883]",30.43823709,-97.76632883,2015-02-18,9:49:46
@SouthwestAir Just OH-ing a text message I received from an entitled jackass of a friend.,1,5,568094319766147072,"[25.7661538, -80.2517994]",25.7661538,-80.2517994,2015-02-18,9:06:55
@SouthwestAir Just watched crew on flight 380 help elderly lady off plane...#firstclass,2,18,569589379385008129,"[33.4338494, -111.9963312]",33.4338494,-111.9963312,2015-02-22,12:07:45
"@SouthwestAir my sinuses had to contend with two painful landings rather than one, and we missed a preregistration window. Beyond frustrated",1,1,568629791869394945,"[32.8405223, -96.8149248]",32.8405223,-96.8149248,2015-02-19,20:34:41
@SouthwestAir nice touch on the passbook integration!,3,26,569924965446725632,"[33.43403712, -111.99678364]",33.43403712,-111.9967836,2015-02-23,10:21:15
@SouthwestAir right? We're delayed so I'm crabby. :) Also why do you allow one family member to purchase EarlyBird check in and hold rows?,0,6,569974833418600449,"[32.73154946, -117.19636508]",32.73154946,-117.1963651,2015-02-23,13:39:24
"@SouthwestAir thanks a lot for sending a ""special deal"" with @Budget. Getting screwed is the best when on vacation #sarcasm get new partners",2,21,568491900195500032,"[29.98473682, -90.25978334]",29.98473682,-90.25978334,2015-02-19,11:26:45
@SouthwestAir That would be great. Thank you! I'll send it over when you follow.,5,38,568452051740413952,"[33.05776114, -96.78169517]",33.05776114,-96.78169517,2015-02-19,8:48:25
@SouthwestAir the new logo is going to look amazing on the airplanes,3,46,568413356492599296,"[32.96225554, -96.80070994]",32.96225554,-96.80070994,2015-02-19,6:14:39
@SouthwestAir Wasn't able to sit in my seat since the guy next to me was using it. #worstflightever #ideserveareward http://t.co/l7hSnLgie2,2,8,569904370361483264,"[33.64079948, -84.4358346]",33.64079948,-84.4358346,2015-02-23,8:59:24
@SouthwestAir we are trying to fly back from Orlando to BWI. The website has crashed and no one answered the phone. #HELP,0,37,569293499968950272,"[28.43278708, -81.46990923]",28.43278708,-81.46990923,2015-02-21,16:32:02
@SouthwestAir We've been sitting at the gate for two hours waiting for bags to be loaded... I'm telling Herb.,1,3,568271522332192768,"[33.94729537, -118.40196951]",33.94729537,-118.4019695,2015-02-18,20:51:03
@SouthwestAir Well plane arrived pretty much on time and it's 68 degrees on the ground in Texas. Not much to complain about.,5,15,568969143581413376,"[30.30630631, -97.71394697]",30.30630631,-97.71394697,2015-02-20,19:03:09
@SouthwestAir wife's flight to DAL just got Cancelled Flightled. What does she do to find options to get back home?  1708 PHX-&gt;DAL,0,37,569588375037960192,"[33.00605781, -96.76519155]",33.00605781,-96.76519155,2015-02-22,12:03:45
@SouthwestAir yes I was everything worked out great,4,8,569757790626906112,"[34.00646846, -118.48131246]",34.00646846,-118.4813125,2015-02-22,23:16:57
@SouthwestAir Yes! How about #DestinationDragons in San Diego?!?,3,7,568613837198340098,"[32.80223908, -117.2312804]",32.80223908,-117.2312804,2015-02-19,19:31:17
@SouthwestAir you just Cancelled Flightled my flight home so you better get me a private jet or something. I need to get home now,4,39,569211825218318336,"[26.52778866, -81.75533052]",26.52778866,-81.75533052,2015-02-21,11:07:29
"@SouthwestAir you were my go to airline now not so much!! You say you care but I now see not so much! Right now, you suck!!",0,39,568784295759777797,"[33.18882771, -96.64036423]",33.18882771,-96.64036423,2015-02-20,6:48:38
"@united  18 flights so far this year. 13 delays including 2 Cancelled Flightations.  Late Flightst reason, crew needed mandatory sleep. IN MEXICO!",0,15,569933357515026432,"[29.98788997, -95.34470061]",29.98788997,-95.34470061,2015-02-23,10:54:35
@united  no thanks,3,37,569177940027674624,"[42.3613256, -71.0167387]",42.3613256,-71.0167387,2015-02-21,8:52:50
@united - blamed weather lol 78 no wind and not a cloud in the sky!! Delayed both ways 4x!! RU kidding me to charge me for 1.5lb w/8 delays?,5,17,568579388704292864,"[37.63404103, -122.40313084]",37.63404103,-122.4031308,2015-02-19,17:14:24
@united - please help regarding PNR A3ZZ0F. Why am I now waitlisted for a flight?,1,12,568814123540221952,"[25.0776918, 55.13824067]",25.0776918,55.13824067,2015-02-20,8:47:09
@united - with airport self checkin your only option I'm now your employee. Training was a bitch. Send my paycheck asap.,4,32,568092350355865600,"[29.98605741, -90.25189405]",29.98605741,-90.25189405,2015-02-18,8:59:05
@united - you sure missed the mark on tonight's redeye from LAX to Chicago. What a mess! You can do better!,2,38,569407352299847680,"[33.94171725, -118.39844033]",33.94171725,-118.3984403,2015-02-22,0:04:26
"@united ... frozen lines on flight, not continuing due to 'passenger comfort'? Not ok, sat on the plane as long as a flight to Vegas would !",2,48,569598457809276928,"[39.8586593, -104.6718352]",39.8586593,-104.6718352,2015-02-22,12:43:49
"@united ... I want my bag off flight 1142, what do I do now?",0,24,569621349095702528,"[39.8586527, -104.6718518]",39.8586527,-104.6718518,2015-02-22,14:14:47
"@united ""federal regulation prohibits you being separated from your bag""...yet you lose our bag and that's okay",5,6,567902121992921088,"[36.08651969, -115.13942786]",36.08651969,-115.1394279,2015-02-17,20:23:11
"@united @HiltonWorldwide @Caravannyc @MaysvilleNYC 
Let's go! Join me on my first trip back to NYC…as a tourist: 
http://t.co/egaEjtRGLb",2,25,568604039430033408,"[34.06143413, -118.39787418]",34.06143413,-118.3978742,2015-02-19,18:52:21
@United @Skywest do it again!   I will now miss one or probably both our Aspen events. #Fail,2,20,568900980080709632,"[37.78736562, -122.40865161]",37.78736562,-122.4086516,2015-02-20,14:32:17
"@united @VUSA_Australia I'm just an Aussie cowgirl lookin' for my cowboy. Take me to Fort Worth, Estelle says I'll find him there!",0,20,568240029413163008,"[-33.87144962, 151.20821275]",-33.87144962,151.2082128,2015-02-18,18:45:55
"@united &amp; on top of no free tv on the int’l leg, now I’m sitting on the Tarmac in Houston, 70 min past departure w/ another hr plus to go",2,9,568938647795314688,"[29.98384194, -95.33664018]",29.98384194,-95.33664018,2015-02-20,17:01:58
@united #sfo #ClearVision #TV4U @ United Terminal SFO Airport http://t.co/Q9bYn9pCTf,0,29,568103618500530176,"[37.62006843, -122.38822083]",37.62006843,-122.3882208,2015-02-18,9:43:52
@united 14 hours after landing in #ATL &amp; I still do not have my bags...which means no clothes or makeup!!! #UnitedAirlines #nothappy,4,43,569197921150902272,"[33.89611413, -84.33113356]",33.89611413,-84.33113356,2015-02-21,10:12:14
"@united 2 Cancelled Flighted flights Late Flightr, agent claimed she put me on a new flight but then Cancelled Flighted it. Coworker got on flight- now delayed. Now?",3,32,569936348217352194,"[41.97758466, -87.91065356]",41.97758466,-87.91065356,2015-02-23,11:06:28
@united 5.5hrs Late Flightr and you still can't figure it out. Random text updates. #embarrassing #ua3728 http://t.co/vFTUyJh45X,2,13,568591705802469376,"[38.94549594, -77.45193731]",38.94549594,-77.45193731,2015-02-19,18:03:21
@united A broken luggage and a mild case of food poisoning from UA5 LHR-IAH. Who can I email about this?,0,43,569261989735718914,"[19.41622708, -99.16143525]",19.41622708,-99.16143525,2015-02-21,14:26:49
@united A change fee of $200. Same exact flight from ATL-HOU is $165. Why a charge of $574? The math doesn't add up.,0,36,568205117368836096,"[40.03395098, -105.24950187]",40.03395098,-105.2495019,2015-02-18,16:27:11
@united After our unscheduled refueling stop and missing 2 connecting flights we r home n looking 4ward to our bed and a big PB&amp;J sandwich.,0,13,570060997907447810,"[41.98191311, -87.80888924]",41.98191311,-87.80888924,2015-02-23,19:21:47
@united airlines is the absolute worst. They have no idea what they are doing. #neveragain #UnitedAirlines,3,0,570096582546165760,"[32.86680572, -80.01338439]",32.86680572,-80.01338439,2015-02-23,21:43:11
@united already DM you my concern. Pls check.,4,49,569222424236916736,"[31.27777976, 121.59340615]",31.27777976,121.5934062,2015-02-21,11:49:36
@united Also your at-gate monitor showed 23 empty seats,2,12,569008708174262272,"[39.83426941, -104.69960636]",39.83426941,-104.6996064,2015-02-20,21:40:22
@united an update on flight 5979 would be great!,0,27,568563462995099649,"[39.99838284, -82.88068344]",39.99838284,-82.88068344,2015-02-19,16:11:07
"@united And then when we asked the stewardess to take the disinfectant wipe as trash she said, ""not with my hands!"" #badservice",3,2,569243519652470784,"[37.61761896, -122.39164663]",37.61761896,-122.3916466,2015-02-21,13:13:25
@united Anna Palm Springs gate 19  deserves a medal! Handled 30 ppl missing flights like a pro!,4,20,568649643187310593,"[33.82063563, -116.50768141]",33.82063563,-116.5076814,2015-02-19,21:53:34
@united any chance you'll ever do CPUs on your JFK-LAX like @AmericanAir?,5,41,568927730160549888,"[40.64993239, -73.78249589]",40.64993239,-73.78249589,2015-02-20,16:18:35
@united are my bags here yet?  They were at Palm Springs airport.  I was at LAX.  How come I beat my bags here.,1,15,567929586077425664,"[33.75539049, -116.36196163]",33.75539049,-116.3619616,2015-02-17,22:12:19
@united are the ones who make it difficult for me.,5,0,570204730745421826,"[29.98698389, -90.25081767]",29.98698389,-90.25081767,2015-02-24,4:52:56
"@united Arriving 25 minutes early is nice, but not if equipment isn't ready. Waiting 30 minutes for luggage, so far. Time gains wiped out.",2,18,569960311022850048,"[40.6875448, -74.17714813]",40.6875448,-74.17714813,2015-02-23,12:41:42
"@united Bad coffee, but the juice is ok. #GetPhilz @ United Terminal SFO Airport http://t.co/Sg7IQqFVsO",1,20,567727403964055552,"[37.62006843, -122.38822083]",37.62006843,-122.3882208,2015-02-17,8:48:55
"@united because of the horrific flight experience, you guys have made me NEVER want to fly on an airplane every again!!!!!!!",1,5,568266890499346432,"[38.78438914, -104.72749614]",38.78438914,-104.7274961,2015-02-18,20:32:39
"@united boarded 6373 on time, deplaned, and now 100 minutes delay. No transparency during. Can't wait to give up my gold status for AA.",2,23,568828064152424448,"[37.6202411, -122.3883092]",37.6202411,-122.3883092,2015-02-20,9:42:33
@united boarding a #plane would be much faster if you boarded back to front instead of front to back #MakesSense #efficiency #travel #flying,4,28,569330646901895169,"[37.61926072, -122.38812564]",37.61926072,-122.3881256,2015-02-21,18:59:38
@united Booked a flight home over 7 months ago and requested seats together for my fiancée and I. We got 2 middle seats. UNACCEPTABLE. The,2,4,570188684881821696,"[29.98746669, -90.25862007]",29.98746669,-90.25862007,2015-02-24,3:49:10
@united but it's hard to stay upset at someone when they at least TRY to show remorse.,5,36,570236138603950080,"[29.98340611, -95.33682231]",29.98340611,-95.33682231,2015-02-24,6:57:44
"@united By the way, a simple apology goes a long way, even if it's a hollow one. It's obvious that you don't care about me or my well-being,",3,26,570236014238699521,"[29.98350019, -95.33675519]",29.98350019,-95.33675519,2015-02-24,6:57:14
@united can Cancelled Flight my flight anytime if this is where they keep me for the night.. http://t.co/avRTOWTyzk,0,34,569645065792069632,"[41.92992293, -87.66944213]",41.92992293,-87.66944213,2015-02-22,15:49:01
@united CDG-LAS 42 hours. And my luggage is in SFO. I've been wearing the same clothes for 42 hours. Thank you. #flythefriendlyskies,0,32,569653506291818496,"[36.08655568, -115.1394417]",36.08655568,-115.1394417,2015-02-22,16:22:34
@united clicked on the link and got this? #confused http://t.co/xMAQcucWZl,2,7,567686845903826947,"[30.09009009, -95.64621813]",30.09009009,-95.64621813,2015-02-17,6:07:45
@united compensate us for new clothes bet you won't,2,10,569714640764035073,"[45.67922537, -111.04823044]",45.67922537,-111.0482304,2015-02-22,20:25:29
@united congratulations united. Fail again. Sky at a gate with a plane full of people waiting on 2. Weather gets worse now we can't leave.,3,6,569296356143050754,"[39.85760174, -104.66669625]",39.85760174,-104.6666963,2015-02-21,16:43:22
@united currently crying... I wanted to ski tomorrow but prolly not. Just a boy tryna fulfill his dreams,4,39,569711003585220608,"[45.67922693, -111.04839797]",45.67922693,-111.048398,2015-02-22,20:11:02
@united currently on board so not now. Check in was terrible. Staff rude. Expensive luggage thrown around etc.,3,19,569998289447354371,"[40.69943599, -74.17868875]",40.69943599,-74.17868875,2015-02-23,15:12:36
@united Currently on standby to Lax then it is a 2 hour ride to Palm Springs. Long day starting at a snowy 3:30 am in philly.,2,36,567796247672721409,"[39.85861339, -104.67232131]",39.85861339,-104.6723213,2015-02-17,13:22:29
"@united despite shaky connections, looks like I'll get home tonight. Great job, @united - was touch and go for a while..",0,11,570050891929280512,"[38.9470207, -77.4511745]",38.9470207,-77.4511745,2015-02-23,18:41:38
"@united did you have seen my message today?? About a mcdonnell Douglas dc 10 model?? I will hear it if you read it, Goodnight now",3,7,570012706704662528,"[51.3228181, 5.3576138]",51.3228181,5.3576138,2015-02-23,16:09:54
@united does asap mean two hours worth of delay and a return to the terminal to count the luggage a third time? #gottogetbetter,1,14,569724705063596032,"[36.08161548, -115.14959772]",36.08161548,-115.1495977,2015-02-22,21:05:29
@united done as requested.,5,23,568280527305715712,"[1.3523078, 103.8637764]",1.3523078,103.8637764,2015-02-18,21:26:50
@united each flight is worse than last! flight attendants don't even know whether the plane is equipped with power outlets at the seats!,3,23,567767810655670272,"[40.70773298, -74.17069948]",40.70773298,-74.17069948,2015-02-17,11:29:29
@united Everyone around us is sitting with their friends and family members. They booked their tickets in October and December. We bought,2,23,570234996562112512,"[29.98372726, -95.33734532]",29.98372726,-95.33734532,2015-02-24,6:53:12
@united Extremely disappointed in #Flight6831. United left crew and pssgrs stranded in rain @ gate with no cover. Left Psngrs 2 depart plane,0,9,569184788784918528,"[25.08347991, -77.3225763]",25.08347991,-77.3225763,2015-02-21,9:20:03
@united First Officer of UA 1514 checking our 757 prior to departure from EWR yesterday while on his cell. Safety ??? http://t.co/1TFH2v0a7z,5,21,569120847115501568,"[18.4710809, -68.39995916]",18.4710809,-68.39995916,2015-02-21,5:05:58
@united first time flying with United. Also last time. #terrible back to @VirginAtlantic for me. #branson #virginatlantic #UnitedAirlines,2,16,569981034110050305,"[40.69814396, -74.17906717]",40.69814396,-74.17906717,2015-02-23,14:04:02
@united Flight 280,0,38,568217304259010560,"[40.74389886, -74.12493599]",40.74389886,-74.12493599,2015-02-18,17:15:36
@united flight 5903 stranded on Tarmac in Chicago. No gates available?! Plane getting very hot and uncomfortable.,4,49,569564671688118273,"[41.97862209, -87.91469774]",41.97862209,-87.91469774,2015-02-22,10:29:34
"@united flight experiences R often frustrating, but 2day on UA5184 from CHI to WPG flight attendant April was #amazing! She's 1 of the best!",2,9,568917792172351488,"[49.73717309, -96.67646776]",49.73717309,-96.67646776,2015-02-20,15:39:06
@united Flight has been delayed for another hour so only have 24 mins to transit at LAX... Extremely unlikely I will make it!,0,10,569296784922578944,"[43.60417384, -110.7362561]",43.60417384,-110.7362561,2015-02-21,16:45:05
@united flight UA5631 from SFO to Burbank has been delayed twice now. Still no plane in sight. Get it together.,4,37,568490726419517441,"[37.61821986, -122.38745399]",37.61821986,-122.387454,2015-02-19,11:22:05
@united Flt 359 lax to EWR. Your pilot bragged about getting to EWR early only to wait 20 min for a jetway driver. Thanks United!,2,23,568656507480481792,"[40.69758992, -74.25047478]",40.69758992,-74.25047478,2015-02-19,22:20:51
@united funny I paid to check my bag and now flight 1086 is BEGGING folks to check bags for free 1 hour before flight. #notcool,0,11,569849517077622786,"[33.64323551, -84.44248239]",33.64323551,-84.44248239,2015-02-23,5:21:26
@united FYI: continuous texts and emails I am getting about the delay while held captive on the tarmac are not that helpful.,1,6,567829834618904576,"[37.61833841, -122.38389799]",37.61833841,-122.383898,2015-02-17,15:35:56
"@united gates were DEFINITELY NOT FULL. We were parked and wheels were chocked. Customer service called it an ""UNMET ARRIVAL""!!",3,33,568775278505414656,"[40.62387603, -74.30164717]",40.62387603,-74.30164717,2015-02-20,6:12:48
@united good fly!! #United #businessFirst,0,28,568804026789138433,"[29.98445184, -95.33224657]",29.98445184,-95.33224657,2015-02-20,8:07:02
"@united good to know you will open the closed doors for ""premier passengers"" after safety briefings on delayed flights. #annoyed.",5,44,570087435759185920,"[41.98202331, -87.90374263]",41.98202331,-87.90374263,2015-02-23,21:06:51
@united haha that's fine. Still won't fly @united ever again. Seems like you guys have more problems than anyone else.,5,16,567862586374529026,"[40.69429232, -74.17208436]",40.69429232,-74.17208436,2015-02-17,17:46:05
@united have you inspected the picture? routine aircraft check while on his cell phone? What will the FAA &amp; NYT say ? http://t.co/bNgpli8JT6,5,46,569139480101314560,"[18.4729405, -68.39820768]",18.4729405,-68.39820768,2015-02-21,6:20:00
"@united Heads up We didn't check 8 bags, 2 we checked arrived, those aren't claim #s for our 2. Other people's bags? http://t.co/dplQ3mhQGD",2,24,569956115724660736,"[19.43493094, -99.18877967]",19.43493094,-99.18877967,2015-02-23,12:25:01
"@united here is my case id 8473573. Requested on 2/5, now it's 2/19... 7-10 days I'll get a response, BS!",5,49,568644260129419264,"[37.78508121, -122.41114577]",37.78508121,-122.4111458,2015-02-19,21:32:11
@united here we go again. 2 of 3 segments SFO--New York RT were delayed OVER 2 hrs each! Why do you suck so BAD!?!Maybe another line of bus?,4,14,569710072491745280,"[29.98378319, -95.33473143]",29.98378319,-95.33473143,2015-02-22,20:07:20
@united Hi.  My relative's Flight Booking Problems number is MY8YB4.  Her name is Clarita Jaramillo Mejia.  Thank you,4,26,569707569448558592,"[-38.0269936, 145.2110041]",-38.0269936,145.2110041,2015-02-22,19:57:23
@united his cell phone record needs to be checked to see who did conversed with. I trust the FAA can handle this better.,2,22,569140362025050112,"[18.47240961, -68.39941149]",18.47240961,-68.39941149,2015-02-21,6:23:31
@united How can you not know where my bags are?  You knew where they were 6 hours ago. You are killing me!  Worst service. Ever.,4,17,567952115588423681,"[33.75538818, -116.36197002]",33.75538818,-116.36197,2015-02-17,23:41:51
@united how come I have no baggage updates.,3,2,567939727023673344,"[33.75536802, -116.36197857]",33.75536802,-116.3619786,2015-02-17,22:52:37
@united how is it tripitPro has accurate delayed dept. times and 2hours Late Flightr I hear the same from you? Just curious,2,15,568829906584346624,"[45.58986727, -122.59182577]",45.58986727,-122.5918258,2015-02-20,9:49:52
@united I already follow you. One of you 800-number agents rebooked me. Went from a 777 to an a320. Ugh.,1,26,569114239996076032,"[29.81532281, -95.40830048]",29.81532281,-95.40830048,2015-02-21,4:39:43
@united I am impressed with your super-fast reply to @CGJase,4,39,569808684252942336,"[20.0615871, 110.18390431]",20.0615871,110.1839043,2015-02-23,2:39:11
@united I appreciate the follow up.,0,38,567733177590874114,"[40.35805521, -111.78241283]",40.35805521,-111.7824128,2015-02-17,9:11:52
@united I appreciate your efforts getting me home!,0,47,570053912214024193,"[38.9470418, -77.4511456]",38.9470418,-77.4511456,2015-02-23,18:53:38
@united i booked lh via ua.  However at gate they rebooked me to a Late Flightr lh flight.  Now that flight didnt earn pqd for me.  How do i get it,2,7,569119503516246016,"[43.59688282, -72.96820686]",43.59688282,-72.96820686,2015-02-21,5:00:38
@united I did. The AC went on for about 20 minutes before returning to the Mojave Desert. #PressureCooker #HeatTrap,2,29,569950450352414720,"[29.7421541, -95.5600896]",29.7421541,-95.5600896,2015-02-23,12:02:31
"@united I guess that's too much ask, huh?",5,41,570236221575704576,"[29.98386923, -95.33729612]",29.98386923,-95.33729612,2015-02-24,6:58:04
@united I had planned to book additional flights tonight but after 1 1/2 hrs working on one trip I'm worn out! #EnoughIsEnough,2,40,569021768788090881,"[41.86590405, -87.62282728]",41.86590405,-87.62282728,2015-02-20,22:32:16
@united I hope not to see the same issue on my return flight tomorrow,5,42,569237356622024704,"[18.47066766, -68.40014139]",18.47066766,-68.40014139,2015-02-21,12:48:56
@united I live abroad and am Flight Booking Problems flights for when I come visit the states :(,4,36,568355601144680448,"[13.71241507, 100.60468537]",13.71241507,100.6046854,2015-02-19,2:25:09
@united I see you coming to get me and @AggieMensGolf in Hawaii! #12thMan http://t.co/G8DKa3Edhf,0,41,569346431833673732,"[21.32911863, -157.91749165]",21.32911863,-157.9174917,2015-02-21,20:02:21
"@united I tried the online tracking and they said something like ""attempting to locate luggage""",1,8,569710853160710144,"[45.67925887, -111.04844481]",45.67925887,-111.0484448,2015-02-22,20:10:26
@united I used to be a committed #ContinentalAirlines flyer until merger. I remember now why I switched to @SouthwestAir #CommunicationFail,1,39,569980415919853569,"[39.85790482, -104.67039013]",39.85790482,-104.6703901,2015-02-23,14:01:35
@united I want my bags. There is vital equipment in there. You are royally screwing me. I'm cranky and want an update.,5,29,567924953976152064,"[33.75539049, -116.36196163]",33.75539049,-116.3619616,2015-02-17,21:53:55
@united I'm extremely disappointed w my service for this trip as a #United #MileagePlus Explorer Card holder.,1,25,569357781402308608,"[34.99254864, -80.92841859]",34.99254864,-80.92841859,2015-02-21,20:47:27
@united I'm in another country - please Cancelled Flight my reservation. I've booked through Swiss air,5,26,568831798857195520,"[25.07815796, 55.13798672]",25.07815796,55.13798672,2015-02-20,9:57:23
@united I'm not a child. I'm someone who has an issue with flying and prepares ahead of time to reduce the distress caused by planes. You,1,14,570204649363341312,"[29.98699328, -90.25081691]",29.98699328,-90.25081691,2015-02-24,4:52:36
"@united I'm not sure how you can help. Your flight experience is terrible, planes are dirty and staff is rude. Start over perhaps?",4,0,569571643044929536,"[37.83520596, -122.25460611]",37.83520596,-122.2546061,2015-02-22,10:57:16
@united I'm over you. Evry 1st flight I take w/ you is delayed &amp; evry 2nd is on time so its missed evry time. #lastflightofthenight #breakup,5,40,568616966191226880,"[40.69482181, -74.17458032]",40.69482181,-74.17458032,2015-02-19,19:43:43
"@united I'm saying I made the flight but with poor/non-communication, unaccounted for lost time &amp; lots of frustrated flyers standing around",2,22,569979566279626752,"[39.85799572, -104.67056217]",39.85799572,-104.6705622,2015-02-23,13:58:12
@united I'm so frustrated and nervous because of this.,1,0,570204900375687168,"[29.98521945, -90.25215941]",29.98521945,-90.25215941,2015-02-24,4:53:36
@united I'm very frustrated and have wasted 2 days now due to your equipment failures.,4,17,570055898367799296,"[39.85862444, -104.6768992]",39.85862444,-104.6768992,2015-02-23,19:01:31
@united I've been doing this for 15 years and I've never had this many issues with any other airline.,0,43,567862940348579840,"[40.69428253, -74.17219198]",40.69428253,-74.17219198,2015-02-17,17:47:30
@united I've got a campus visit in an hour and I'm still wearing the same clothes...,5,16,569860989400649729,"[45.67920767, -111.04847652]",45.67920767,-111.0484765,2015-02-23,6:07:02
"@united if you're listening, why are you the lowest provider of inflight wifi? Get with the times!",3,46,568023874970861568,"[37.94357634, -121.69565906]",37.94357634,-121.6956591,2015-02-18,4:26:59
"@united incompetent/rude service today. Missed my connecting flight, then the customer service desk was terrible to me. Really upset w untd.",3,34,568915741551886336,"[29.98454639, -95.33856899]",29.98454639,-95.33856899,2015-02-20,15:30:57
@united is officially my favorite airline. They have created magic for me all day!!! #friendlyskies #careyon,3,42,568215213620637696,"[29.98425706, -95.34407392]",29.98425706,-95.34407392,2015-02-18,17:07:18
@united is so cheap they couldn't afford to run the AC on #UA1510. They took pressure cooker to a new level. #Cheap #WorstAirline,2,28,569690626293305344,"[29.9866693, -95.3382794]",29.9866693,-95.3382794,2015-02-22,18:50:04
@united is synonymous to with #rude. And #cheap. You really don't know how to value the customer,3,5,569618868441722882,"[47.4390828, -122.300713]",47.4390828,-122.300713,2015-02-22,14:04:55
@united is the stingiest airline. Nobody should model after them. #PTFO #cheap #bastards #stingy,1,23,569618317440208896,"[47.4389994, -122.3010208]",47.4389994,-122.3010208,2015-02-22,14:02:44
@united it is cool. Your customer told me they didn't care either. It is expected,1,0,568615916730056704,"[37.6209902, -122.3867265]",37.6209902,-122.3867265,2015-02-19,19:39:33
@united it most certainly was not.,5,24,568988757954678784,"[40.71857786, -73.99426076]",40.71857786,-73.99426076,2015-02-20,20:21:05
@united it was such a lovely part of this long day - attendants on UA5168 (most) /UA795 were beyond exceptional today. #GiveThoseLadiesRaise,3,34,569631508379664384,"[38.95201335, -77.44443882]",38.95201335,-77.44443882,2015-02-22,14:55:09
@united it was UA flight 1001! Now I'm currently stuck in Portland because I missed my ride because of the 3 hour delay. #GetMartyHome,5,24,570151698489954304,"[45.58711296, -122.58038932]",45.58711296,-122.5803893,2015-02-24,1:22:12
@united it won't help...been there done that.,5,37,569909655813500928,"[29.98877308, -95.33846478]",29.98877308,-95.33846478,2015-02-23,9:20:25
@united it's a shame the great customer service wasn't continued in SFO. Slightly absurd,5,47,568677207062609920,"[37.62068265, -122.38816957]",37.62068265,-122.3881696,2015-02-19,23:43:06
"@united It's an incredibly easy fix, but you would rather stay in your comfort zone, while I get forced out of mine.",2,37,570235387009839104,"[29.98350283, -95.33678993]",29.98350283,-95.33678993,2015-02-24,6:54:45
@united its 2015 and no power outlets at the seats on a 6 hour flight to California? Seriously? This is why airlines are failing!! Pathetic!,3,24,567767199700758530,"[40.70749747, -74.17084113]",40.70749747,-74.17084113,2015-02-17,11:27:03
@united just landed. Might want to check flight 304 plane from Houston. That sound was during takeoff &amp; landing http://t.co/QKquRagGoO,1,36,568881357583097857,"[33.64314381, -84.44252134]",33.64314381,-84.44252134,2015-02-20,13:14:19
@united just wanted to let you know how wonderful Rosetta the gate agent was working flight 6457 Dan to Ase. Let her know she wasappreciated,5,12,570294743684517888,"[39.8621249, -104.6740909]",39.8621249,-104.6740909,2015-02-24,10:50:37
@united Leaving soon. Thanks!,2,16,568589359034859520,"[40.77395906, -73.8746932]",40.77395906,-73.8746932,2015-02-19,17:54:01
@united looks like I'm settled in to where I'm going.  Thx.,5,45,567775418612195328,"[39.85871934, -104.67371484]",39.85871934,-104.6737148,2015-02-17,11:59:43
@united loses my luggage and @hotelstonight loses my reservation. after a 10 hour travel day. I just want to get to @StartingBloc in the am!,5,30,568332024802447361,"[34.06978184, -117.57752166]",34.06978184,-117.5775217,2015-02-19,0:51:28
@united make sure you make Cancelled Flighted flight baggage and upgrade fees seem like a labyrinth so that you might be able to swindle a few $ more,0,33,568565044994158592,"[37.99311597, -84.52114659]",37.99311597,-84.52114659,2015-02-19,16:17:24
"@united missed connection, wrong city, bags at Palm Springs, but not at hotel. I am seriously tired of being treated this way.",3,48,567919558649995264,"[33.75348859, -116.36209633]",33.75348859,-116.3620963,2015-02-17,21:32:28
"@united Missing crew, passenger doc problems, frozen toilets, and now we're off the plane. Give me my money back.  UA3466",4,27,568161901089132544,"[41.98160558, -87.90496847]",41.98160558,-87.90496847,2015-02-18,13:35:27
"@united missing my amazing us bank work conference, not ok.  What do I do now?????",1,12,569598985737867265,"[39.8586566, -104.6718497]",39.8586566,-104.6718497,2015-02-22,12:45:55
@united needs to pay for my car. I could have been on my flight if 4 help desks did not say it already left. Shame.,2,19,568503120130658305,"[37.61907, -122.38607]",37.61907,-122.38607,2015-02-19,12:11:20
@united new 737 plane; wifi: not working. Entertainment: non existent. New Seats: seriously uncomfortable. Really? #unitedfail UA1550,2,35,569411383265075203,"[37.61980156, -122.38447633]",37.61980156,-122.3844763,2015-02-22,0:20:27
